,Title,Content
5948," One of the Best movies i've ever seen.
"," Joker is simply amazing, the way the character develops through the movie is perfect and part of that success is thanks to Joaquín Phoenix and its unforgettable performance.<br/><br/>Also, i want to remark the way they made us feel pity for Arthur because he is nothing but a man with a mental illness that has been mistreated for the society and people around him.<br/><br/>Last but not least i have to mention the soundtrack and cinematography of this movie that are as good as the rest mentioned above. "
5949," jujur
"," Ini film apaan si
LUAR BIASANYA KEBANGETAAN!
pokoknya ndak sia sia nonton film ini. best movie of the year of me "
5950," Well directed and captivating
", The Joker film was extremely well made and was a masterpiece to watch. The lead's psychological evolution was fascinating and incredibly well written and portrayed. My hat goes off to the team of this film and their excellent work! 
5951," A disturbing masterpiece
"," Looking for action packed thriller? Head out. Want to see a hero saving the day? Not for you. Supporter of the theory that video games causes violence in people? Don't waste your time.<br/><br/>Do you love simple acting, a gripping storyline, and moulding of a character? Come on in.<br/><br/>Joker (2019) is a very disturbing movie that has been beautifully shot with splendid acting. There is violence, depression, sadness, and just pure acting. It is a story of the making of a villain. Honestly, I got bored in the first half wondering if I had wasted my money. But the second half, I did not ever recline back on my chair.<br/><br/>The movie catches you, makes you feel the "
5952," One of the best movies of 2019
"," Honestly I was already expecting it to be great, yet i think that the choice of the casting was what made it big.
For starters, i consider that the crucial piece that held the whole thing was Phoenix's performance that is more then 10/10.
Yet i thought that the development was not more then an 8. I find the screenplay quite good, the story is well developed but there is a certain ""slow paceness"" that doesn't allow me to say that the atmosphere was overall as tense as I expected. But as I said the movie is great.
There were, in my opinion, some scenes that were a bit off. With this I mean that they don't really match the tone of the movie.
To sum up, and I think i said it all, the movie is a 8.5/10. Great performance, good directing yet not amazing, and a good representation of the character, with a very distinct take compared to the previous adaptations, which left the comedy behind and introduced madness into the ""comic book world"". "
5953," One word...FANTASTIC
"," One word to describe this movie is Fantastic! The cinematography, the music score, Joaquin Phoenix's performance. Just wow!!! If he doesn't win an Oscar for this there is something wrong. Highly recommended. Don't miss this one. "
5954," An absolute masterpiece
"," What an absolute masterpiece this film is, Joaquin Phoenix truly deserves an Oscar for this performance, it's simply outstanding! "
5955," Solo Joker movie.
"," What a story of a man behind the Joker (Villan) face!
Outstanding performance by Jacqueline Phoenix sir. 10/10 for acting🔥. "
5956," Joaquin is phenomenal
"," 9 for the movie , 10 for Joaquin .. dark ,sad and funny at the same time "
5957," Masterpiece 🔥
"," Best movie I've seen my whole life. Joaquin Phoenix is Just beyond amazing , the best acting I've ever seen from any actor ever ! Must see. 😍 Is The Joker we deserve 🙏🏻 "
5958," Not overreacting masterpiece.
"," Was hesitant to first watch after seeing the first score thinking it was over hyped due to the fact it involved the Joker, but when I saw it for myself I was amazed. The build-up and tension created a perfect atmosphere as well as an overall great performance from Joaquin Phoenix made this film what is it, a masterpiece.
One of the best films I've ever seen. Would 100% recommend to everyone. "
5959," Really Really Good
", Just saw Joker at the cinema and just had to see what others are making of it and I can only echo how good this film is. Cinematically gorgeous to look at and Superb performance by Joaquin which really makes you relate to the character and the circumstances around him. 
5960," Finally a great movie!
"," This movie was something else. Last time I saw a movie that got me thinking this much afterwards was Interstellar. The story is breathtaking and feels real. Great performance by Phoenix and the director Todd Phillips shows his talent. From movies like roadtrip, hangover to this. Just amazing! Loved the the dark atmosphere this movie portrayed combined with twists and turns. Just amazing! Best movie I've seen this year. Phoenix deserves an Oscar! "
5961," Somebody please give J.Pheonix an Oscar!
", Mind blowing movie! I have always been a fan of DC's Batman. The whole movie gave me goosebumps ~~~ J.Pheonix at his best! Heath ledger and J.Pheonix the best jokers ever... 
5962," Different
"," This movie is an experience. brings different authentic feeling.
Phoenix acting is phenomenal.
The joker puts a different prospective into the world "
5963," Dark but brilliant
"," Unnerving from the start, this is a masterpiece which tells the story of one man's descent into madness. Joaquin Phoenix's performance is a tour de force, by turns both sympathetic and horrific. Film of the year and deserving of an Oscar "
5964," Absolute masterpiece. This is a real gem!
"," Great movie, great acting by Joachin. This has everything a movie should has. Drama, violence, comedy, suspense, music... Go watch it. "
5965," Best comic book film of all time
", Don't listen to the critics. This film is a perfect psychologial thriller. Dark twisted antisocial and funny. 
5966," Arguably the best film of 2019
",
5967," Travis Bickle as the Joker. MAJOR WIN.
", Im not a fan of this actor at all. Liked him in a handful of his movies. But this film takes the grit of the city and the angst of the protagonist to a celluloid level that deserves respect. Well done. 
5968," Pure cinematography!
"," What a disappointment? No! If you want to see a standalone analysis of the ingredients that make a sociopath, then this is for you. OK, there are 6 deaths, maybe 8? But the rationale and story telling is spot on. Be prepared to be uncomfortable as this is a lesson in cinematography. Faultless and who cares about the Oscars? "
5969," Dark Masterpiece
"," Certainly one of the best movies I have ever seen. It is a dark, but realistic approach to mental health. Stellar performance by Joaquin. Best Joker ever. "
5970," Perfect
"," Perfect origin story, wouldnt change a thing about the movie. INSTANT CLASSIC! "
5971," Masterpiece
"," I use this word for only 4 movies in my whole life. But it was really long time ago. Tonight after I watch a movie I felt something... hard, too hard to express. Nowadays everything is is instant light and row, unfinished., and then, this Masterpiece. Such a complex Story perfectly led by Joakim Fenix. , a must see movie but Only For open minded Persons "
5972," A perfect ilustration of the society nowadays
"," A film that reflects what is happening today, how powerful people laugh at the weak people and take advantage of them. It teaches you not to be so bad and be nice to the people around you . "
5973," Genius!!!!
"," Go see it. Just do it!!! Joaquins' performance as the joker is.. I dont have words for it. I have genuinely NEVER before seen any movie like this. Please, for your own sake, see it! "
5974," Not only the acting is amazing but the story itself, too!
"," Okay, let me start with this - I fully understand all the hype surrounding Phoenix and Phillips - the acting, the directing, everything is extraordinary. But one thing that is not mentioned enough, and seems like thrown in the garbage, is the story of the Joker. Very few people talk about the story and those who are talking about it take it as a terrible story, with a huge gap in the storylines, and in the ages between the Joker and Batman. BUT this is exactly what makes the story perfect. Let's start with the facts:
<ul><li>The Joker seems to be like 40-50 ages old, and Bruce Wayne is still a kid - this makes the Joker at about 70 years old when those two meet in the future.</li><li>Bruce's parents are not killed in a rant but in a quiet night, after watching a movie.</li><li>Bruce's parents are not killed by some guy wearing a clown mask but by a poor man who killed them just to rob them.</li></ul><br/><br/>So, this looks like a huge plot gap. But let's look from the other perspective, which was shown in the last scene - the whole movie was actually what Arthur had in his head - nothing of this really happened. He is just put in Arkham hospital for his mental illness and that's where he develops his Joker personality. Then, we have that rant in Arkham hospital (part of the original Batman story) when the Joker runs away, and in my opinion only then he becomes the real Joker, having already developed the Joker personality in his head.
Here are some facts and questions:
<ul><li>The Joker, both in the comics and the movies, is with unknown history - nobody knows where this guy came from, the only thing that's known is he spent some time in Arkham hospital.</li><li>If all of those things really happened, a lot of people should have known and remember what's the story behind the Joker - especially that he killed a tv host on live tv.</li><li>We were shown in the movie that Arthur has some hallucinations with the girl next door - why he should stop there and not have even bigger ones?</li><li>If the Joker really killed this big guy who sold him the gun, why the little guy, who the Joker let go, did not call the police, especially after his friend was killed?</li><li>And of course, the thing with the clocks - we have 2 clocks shown on screen during the movie, both of them showing 11:11 - the time where the people dream about what they really like. The night show, with De Niro being the host, starts at 11:00. And if we do the math, The Joker kills the host at about 11:11.</li><li>And last, the story itself - this movie IS DEFINITELY related to the DC Universe and the Batman movies - there is no way it is not related when we have Thomas and Bruce Wayne mentioned so many times. Having it related, makes it impossible for having such huge gaps in the plot.</li></ul><br/><br/>So, in my opinion this makes the movie even greater - we have great acting and directing but great story, as well, which is being disregarded, and explains even in a greater way what The Joker really is and what made him become who he really is. "
5975," The best
"," This is, by far, the best film I have ever seen. The best. The best. The best. A brilliant actor, a brilliantly written script. "
5976," Best movie of 2019
"," The movie ""Joker"" is much more than a mere villain movie. It's a movie how much a being can stand, fight, and try to be accepted by a completely chaotic society. ""Joker"" is a movie that connects you to Arthur Fleck (Joaquim Phoenix), linking you to feelings, enveloping you in the chaotic little big world of a mentally ill. This movie was spectacular. - Brunow, Rodrigo "
5977," Mind blowing
", One of the best joker origin story had also some glimpse of heath ledger. Joker delivers a fantastic performances especially by Joaquin Phoenix he has given his phenomenal Oscar worthy performance. 
5978," Phoenix genuinely deserves an Oscar for his performance, but...
"," ...the movie itself is unfortunately quite predictable, which makes it a somewhat forgettable experience in my book. "
5979," Masterful
", BEST MOVIE THIS YEAR wow!... not a drop of CGI too. Outstanding homage to late 70s movies like TAXI DRIVER. It's a uncomfortable reflection on real AMERICA &amp; UK and it's injustice between the rich &amp; poor divides. 
5980," The best movie I've seen in a very long time!
", Joaquin is absolutly great and the movie follows his performance... I can't look away in any moment.. awesome character development !! 
5981," Amazing movie
", I felt this movie went by fast in a good way. I usually get bored when movies drag on too long. This movie kept my interest the entire time. The acting was amazing. It was so good I felt I had to give it a rating. The phyciatric aspect of the movie really gets you thinking. One of the best movies I have seen in a while. 
5982," a dark Joker
",
5983," A great implementation of Mistah J's origins and the acting aspects were phenomenal!
"," What really upsets me the most is the over hype and exaggeration that happened to this movie! Putting this aside, the movie was really good and to a person who has been a Batman fan since the mid-2000's it scored 9 outta 10. Heath's version/take on the clown prince of crime was more perfected and executed but still no one can really judge Joaquin's until he earns a bigger shot/take in a Batman movie.
The laugh was Joaquin's strongest suit but he over-did the dancing thing (7 or 8 times to be exact). Voice-tones wise it wasn't fulfilling too in contrast to Heath's multiple voice-tones styles. As a lunatic, Joaquin was a delusionist psychic fuelled by the hatred, cruelty and madness happening around him. The movie scheme, storyline and directory were top-notch, bringing me to Todd Phillips who really deserves kudos for the effort and energy he has put to this film.
As a conclusion, I think the fair score for this artwork is fairly 9/10. We shall wait and see what does the future holds. "
5984," Clown prince of crime
"," I have just watched the joker, love the movie, amazing direction by Todd Philips, heart touching score, beautiful portrayed of the comic character joker. Joaquin phoenix was amazing in the movie, every frame of the film I can see greatness of Joaquin.<br/><br/>LOVE THE MOVIE EVERY ONE SHOULD WATCH IT!!!<br/><br/>MOVIE OF THE DECADE!! "
5985," A character study into madness
"," So amazing to see the Joker descend into madness, incredibly well made movie with amazing perfomances. The first act was a bit sloppy, but this movie will keep your eyes glued to the screen even when all you can see is a huuge close up of Jokers face. "
5986," Just go watch it
"," I'll be honest, I don't understand the negative reviews of this film. I get its not going to be everybody's cup of tea however this film was everything I hoped it to be. Please go watch it. "
5987," Best Joker Ever. No disrespect to previous Jokers.
", For me Joaquin's performance surpasses all jokers. 
5988," The struggles of Mental Illness and how someone can make a situation worse for themselves without knowing it
"," Joker is a fantastic movie that properly portrays a severely mentally ill person, and shows the rise in power this person has in the influence he has and the downfall of his mental state. The closest thing I can truly make a comparison to would be Death Note (2006), where it follows a Japanese high school student who is a psychopath who manipulates and kills his way into power, gaining more influence by the day, while also displaying his downfall into insanity. Joker isn't a movie trying to make a political statement and is simply telling the story about how this one guy became The Joker. It's unsettling and disturbing but also intriguing and thought provoking, due to how well and realistic is portrays its events. I definitely wouldn't recommend this movie to a audience younger than 16 just due to how heavy some topics are but it's an incredible movie that is also great character study. "
5989," Amazing
", Awesome movie. One of the best movies I've ever seen in the past years. Just incredible. 
5990," Sublime, perfection, masterpiece and phenomenal
"," The review by JF500 below is a perfect summing up of, what is an absolute work of art (to call it a film is almost an insult). Every second of Joker is perfection and there is not one bit which is out of place, corny, irrelevant or wasted. You feel as though you are in the story and are with Joaquin every step of the way. I agree that I never thought it could ever live up to the hype, yet it surpasses it. Heath Ledger was awesome but this is something else! I feel as though I don't want to ever go to see a film at the cinema again as nothing could ever come close to it. A film that after we saw, we talked about for 2 hours and it was also the first thing we discussed in the morning. Utter brilliance. "
5991," Simply magic
"," Simply few words:
perfect performance and stunning movie "
5992," Masterpiece
"," This is the 2nd thing that shocked me after breaking bad, i was amazed by the acting and the things that people feels like and no movie ever shows these feelings .
Thanks joaquin "
5993," 1 start raters should probably stick to Antman or Maid in Manhattan ;-)
"," This film is very raw. It's not slow, it's building tension and showing you that Joker didn't happen over night. This man has been abused since he was a child. He has used his laugh as a coping mechanism to get through it since then. Joaquin's performance was so incredible, I have no words. He must of had to go to a very dark place to get into character. Great seeing Robert De'Niro in a different role. All in all a perfect blend of direction and acting. "
5994," A masterpiece
"," Joker is way bolder and way weirder than most superhero movies. It goes long stretches without any action and tries to raise larger questions about mental health, isolation and governmental support systems. Not all of it works. What does, though, is terrific. Phoenix deserves all the praise he's getting. The cinematography is among the best you'll see this year, and I'll be thinking about a handful of scenes for a long time. And yes this movies deserves an oscar. "
5995," A movie for centuries
"," Could not even express the emotion, the act and the concept. Love it. "
5996," Love it
"," Character development was amazing, as it show dramatically how it changed significantly and I love the four shadowing in the film and how joker become a heroic villain somehow. "
5997," Insanely Brilliant
"," Absolutely without doubt the best movie and the best acting performance I have ever seen, joaquin phoenix is absolutely amazing, I could watch him all day, his movement his expressions. if you have ever felt isolated or socially ""different"" you will relate to this character, I just can't believe how good it is, seen it four times "
5998," Indecisive
"," This is a kind of movie on which there must be a lot of debate. After watching this there must be a constant battle between mind and brain of each and every viewers for sure. Because of the indecisive character this movie portrays viewers will get confused whether they should appreciate this Joker or should hate him. But the story behind this is just a one liner. Then there are constant awkward laughter of the Joker throughout the movie which seems pretty nagging, the background violin is also very depressing and the last part of the movie is also very disturbing. All of these aspects will ultimately leave a dark impression on viewers mind and will make them think. Not for everyone guys......!!!! "
5999," Riveting performance, Fitting origin story.
"," Joker, a character ever immortal, and reinvented, reimagined in several forms and formats is a character explored on several levels, at several points in his menacing career as the supervillain of Gotham City. Characterized by psychopathic cackling laughter, a clever disarming of the Batman's greatest strengths through elaborately designed plots and with a seemingly insatiable army of goons always at his disposal, he is a handcrafted villain for the Batman. But, in this movie, we see not the Joker who is playing to his strengths outwitting the Batman, but the Joker at his very weak early beginnings, unsure of his existence and accepting of societal maltreatment to some degree. Philips' Arthur Fleck suffers from medically diagnosed uncontrollable laughter, at moments inappropriate, gets beaten down by kids on the street, aspires for greatness but is resigned to his existence but is proud of his ability to provide for his mom. The transformation to the Joker we know through an unmasking by masking of sorts is carefully unraveled through an unraveling of Arthur's already fragile life revealing an ever sinister gratuitous Joker. The much lauded Bathroom scene is a pivotal point in the transformation, masterfully revealing a sure footed performer who finally finds the reality of his existence, and the comedy in his tragic life - he felt alive in others' deaths. Death does make more cents than life - as he scribbles in his journal and thus he goes on a killing spree of redemption, and of manic laughter, not because he can't stop; because he won't stop. De Niro pays a homage to The King of Comedy, being the Jerry Lewis of Joker, the have-it-all with no sense of compassion for the commoners, seeing life revolve around his show and himself all the time. And, in confronting him, Joker confronts his own hollow dreams and aspirations, and shoots them down as never to be, accepting his persona and reveling in the chaos he creates, making his world a one in which the mentally ill don't need to smile and be alright, but embrace the madness within. Serving as an excellent origin story, as outlined, the screenplay still takes liberties in that there are some loose threads connecting the culmination of the transformation, and suffers from overreliance on Phoenix's phenomenal performance to get the point home. The music by Hildur Gudnadottir is haunting, and stays lodged in the mind long after leaving the movie theatre, resonant of the sad, but increasingly more assertive titular character. An 8/10 overall. "
6000," Incredible
"," Joker, as a movie, delivers more than everything people expected: amazing acting, a gritty and dark take over the character(s) and a mind touching thriller story. Joaquin Phoenix and Todd Phillips could definitely give Nolan and Ledger a competition. Not only is this an amazing comic book movie, but an absolutely amazing movie which just boggles the mind as it approaches the end. It is definitely recommended for people with such taste. It truly is a masterpiece "
6001," It's dark, it's real... it's genius
",
6002," Delusion, Reality and Demented.
"," The movie is beautifully directed, Gotham is very well demonstrated; being filthy, and just a terrible place to live. The score is hauntingly good, slowly builds up over time; and in the final act it just goes overboard-it's just amazing.
Joaquin Phoenix had done an amazing job for such a complexed character.did as well as Heath but meanwhile staying distinct to His (Todd Philips) style.
The movie is very disturbing; there is no doubt about it, there are times where you will have your stomach swimming as you are very uncomfortable with it, I will not give any details at all.
It's shocking, and it will take multiple viewings, everybody will have THEIR own idea of what could or had happen when the movie ends.
It is amazing, and worth the watch. "
6003," We are all Joker
", Joker is not a person it is a construct which prevails our society at Large. Persona that one desires to create in persuit of becoming relevant and visible in the society. 
6004," a new legend in movies world has come
"," Am never gonna thank you enough regarding this legendary work ,the effort thats been put in this is so obvious and appreciated, it helped me a lot to understand so many things in a deep way, Joaquin Phoenix best actor ever. "
6005," Just wow!
"," This movie is like watching a slow-motion train wreck as, piece-by-piece, Arthur Fleck's troubled life leads him on an inexorable downward spiral to inhabiting the character of The Joker. Phoenix plays the role of Fleck and Joker in such a convincing manner that his performance is hard to fault. I feel that this movie could only be improved by watching it more than once. Fantastic! "
6006," Joaquin Phoenix is amazing
"," The first thing that i was really afraid before this movie how predictable it would be but it surprise me so much. This movie is clearly the best i seen this year and also the best in a very long time. Before the movie i thought it would be about look how bad it is for Arthur and then because of that became the Joker. But it instead was that with more due to the amazing performance by Joaquin Phoenix, he give everything in this role and it can be seen. He play him so well you really feel bad for him in first half of the movie and his health and mental disorder. If Phoenix doesn't win a Oscar for this role is a disgrace for cinema. The tone of Gotham City is really good captured , it is dark and gritty. A lot of people live a badly life and it is well captured. The 3 act in the movie is the best because you see the effect of Arthurs killings that didn't was his intentions. For example when he kills the three wall streets guys it was because they are mean to him. But when Thomas Wayne called this people clowns it suddenly start many protests for lower class. Thats a little problem i have with the movie how fast the protest starts but it is not the biggest problem. The protests are in my opinion the political in the movie. With signs like kill rich for example it can be seen as a Socialismen message. But in my opinion it is just a side thing and the real message is about mental health, how a person can became extrem without help from the society. Is about Arthur long story short. On of my favorite scene is when he's on the talkshow and it becomes more intense till he kills Murray Franklin, the acting and dialogue in this scene is really good. After all this is a really good movie and Warner Brothers continue do movies like these in the future , with this they can do a comeback against Marvel. "
6007," Even better than expected
"," For the last few weeks I've been getting a lot of information about this film,some acclaiming the film and others saying it was too much, so that when I got to the movie theater I really didn't know what to expect. First of all I'd like to say that it wasn't as brutal as many make you think ( watched in Germany but in OV), it's more psychological than violent. Yes, it does have a couple of scenes where you say WOW, but it's still because the character development needs it.
A great movie of a character from the DC universe that it's not a superhero movie.
I can only recommend it. "
6008," Believe the Hype, huge Spolier Alert!!!
"," The movie is phenomenal, however incorrect to the Killing Joke Animated movie that original is true to the comic book and the film was inspired from. Joker was a struggling stand-up comedian who had lost his wife and unborn child in an accident, embarked on the robbery of a chemical plant to make ends meet, and fell into a vat while fleeing Batman. The ""Joker"" adaption"" removes the Joker's background as a master criminal and emphasizes that he was a relatively ordinary man who had ""one bad day"" that drove him to lunacy. Two different stories and I'm glad Joker a stand-alone film, but c'mon Warner Brother's stick to one story. Now you have almost all non comic book readers, Animated Movie Go-Ers confused and thinking Batman and Joker are half brothers. WTF SMH "
6009," Good
"," Good acting; direction; staging and cinematography; atmosphere; photography; and score and Original Soundtrack. But in some moments it is a bit slow and when the good thing starts, it suddenly end. There are also certain predictable parts and does not deliver anything new with the plot twist imitating Fight Club. "
6010," Just Incredible
"," I never write reviews but I felt like I needed to here. Never before have I disagreed with the critics of a film so fiercely. This was some of the best acting I have ever seen. It was also one of the most hair raising, shocking and disturbing films I've seen in a very long time. Phoenix's acting left me feeling incredibly uncomfortable and on edge the whole time. It was truly brilliant. A masterpiece that people will be talking about for years to come since Heath Ledger's Joker. "
6011," Simply incredible
"," I can't put into words how unbelievably perfect this film is.
An absolute masterpiece in every way. "
6012," Masterpiece
"," I have never written a review before but this movie deserves it, thank you Joaquin for your performance and I really hope you win the Oscar because you deserve every bit of it and I'm so happy you finally landed this role to be recognized as on of the best actors of our generation. The only word I can think of that best describes this movie is ""magnificent"" "
6013," Outstanding in all aspects
"," This is a remarkable achivemente by Joaquin Phoenix, a MASTERCLASS of acting
This is a future film cult and should be on the list of every acting an preforming scholl, as well as for film directing and editing<br/><br/>10 out of 10 (can i give more ?) "
6014," A masterpiece
", Wow man nail-biting movie from Star to end.The perfect joker movie. 
6015," Brilliant
"," Very Dark and disturbing, work of art deserves an Oscar for his performance "
6016," That feeling that we all had but couldn't speak about it
"," This amazing movie describes Those feelings witch passed by every single human on this planet
a feeling we haven't invented a name for it yet
If you wanna make a joker in 80's throw him in a chemical tank
But if you wanna make a joker now put him inside the society
It's a total masterpiece "
6017," ABSOLUTELY STUNNING!
"," This movie makes your mind fly around. Thanks to Joaquin's magnificent acting, you can really feel for the main character. Even the director has done a brilliant job with this film. It deserves all the Oscars. "
6018," Great film
", Had to put something in this box so I could give it a 10 rating 
6019," Genius
"," Make sure you don't miss the details, the story can be interpreted in a lot of ways "
6020," A MASTERPIECE!!!
", A MASTERPIECE this movie! Joachim Phoenix played the JOKER as a genius. 
6021," Outstanding Performance but.
",
6022," Great story
"," I like the story and how they link pieces together . I also like the actor he nailed it .
However , i was expecting muck more action . "
6023," Lived up to its potential
", People are going to criticize this because they are too infatuated with Heath Ledgers performance. This was some of the best character development I have ever seen. The writers did such a good job that they have you rooting for him. A must see movie and hopefully a follow up to come. 
6024," Wanna know how I got these scars?
",
6025," Good film,great performance
"," Scorsese homage,post Trumpian universe critique,comic hero prequel?
Why not all three?
Clear references to Taxi Driver and King of Comedy,emphasised by de Niro's own role reversal appearance in the movie.
Many other themes being channeled on child abuse,disability discrimination,marginalization of the poor, the disenfranchised,the powerless,some of which are a little forced or contrived.
Towering over it all however is another virtuoso performance from Joaquin Phoenix which ensures the Joker's rampant personal psychosis remains centre stage throughout,thus preventing exposure of the fragility of some of those subtexts.
Cinematography and sound are excellent and great use of music.
Enjoyed it a lot-but please no sequel. "
6026," Best orgin story ever
"," Best method acting in decades I loved it,...,....<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/>... "
6027," Beautifully shot, terrifyingly well acted, but hollow in message
"," At the end, Arthur is glorified for his actions, which doesn't line up with the message throughout the rest of the film about mental illness and how communities fail these people. Really disappointed. "
6028," Effortless Direction and Acting, Great Freedom of Space and Characterization by Warner Bros.
",
6029," Incredible
"," No one concern about joker, when there is no joker, DC is nothing "
6030," OMG! This a comic book movie that's actually a GREAT MOVIE.
"," It's a great character driven movie, that's nothing like any other comic book movie I've ever seen. Joker deals with some very complex ideas that are relevant to today's social upheaval.<br/><br/>If you're looking for a Marvel movie, or even a DC movie like Wonder Woman or Aquaman this movie is probably NOT for you. This is a very adult movie. "
6031," Wanted more and more :)
"," The only film where I could sense it was going to end soon,and wanted at least another hour or so... "
6032," A very good movie that had traces of being among the best.
"," This movie is so well constructed in the same vein as King of Comedy/Taxi Driver vein with really little on the way of sfx extravaganzas that plague Hollywood movies. Todd Phillips andJ Phenix did a great job at constructing a character who is one part biological enigma, one part familial abuse, and one part society recluse without trying to build sympathy for the character. The reason for the unusually low score for this movie is because it holds your hand too much and leaves you with little in the way that is uncertainty. There were also an issue where the movie kind of missed its ending spot once or twice to really give an ending that would of been more mysterious.<br/><br/>Still solid. Don't bring children. At all. "
6033," ""Joker"": A Cinematic Masterpiece
",
6034," Smokin' Joker
"," Joaquin Phoenix really is the reason to go see this movie. It's quite a performance. The movie is not an easy watch but it is an intriguing one. Not as violent as you think it will be but there are some strong scenes of violence no doubt, one particularly bloody one. It's an interesting and realistic take on the Joker. Different than Heath's performance but still good in its own right. I thought Joaquin did a good job of borrowing a few ingredients and adding his own spin on things. Directed by Todd Phillips, it's more of a character study than anything else, but it's a good thriller too. 8/10 "
6035," Phoenix's acting is undisputed
",
6036," Witness! It not that hard to make a good movie.
", The movie is a living example quoting 'It not that hard to make a good movie'. The elements used do not require rocket science math work to get going. Even after that it delivers 'class'.<br/><br/>The storyline takes a psychological path and appears genuine.<br/><br/>Phillips and Phoenix deliver precisely as a director and an actor (joker) in main lead.<br/><br/>Final Verdict: The movie is worth watching. 
6037," Its not a joke.
", What a movie. Such movies come once in decades. Hats off to Joaquin and Todd. 
6038," Best movie
"," This is one of the beat movie to watch now.
Joker is a psicho movie which is very interested and confusing. "
6039," Joker: Visually Striking Horror Film Treads Familiar Ground
",
6040," The new ultra-Classic
"," Oscar worthy for so many reasons.. Acting {check} Score {check} Cinematography {check}
And the list just goes on etcetera, etcetera.
If you haven't yet seen it, go see it now. If you have, then you already know its projected place in cinema lore.
JOKER. 'Nough said. "
6041," A masterpiece
"," I don't like superhero movies, and fortunately this movie isn't like one of them. This masterpiece leads us through Joker going crazy caused by the social differences. Rich people repress the poor, famous repress the ,,insignificant"". At the beginning you already start thinking about who really is good or bad in the world. The movie is some kind of critic of the government's system.
Sound editing, composing and the cinematography are amazing.
Joaquin Phoenix as Joker is as good as Heath Ledger was in my opinion.
Supporting actors like Robert De Niro did a great performing too.
The hole crew did an enormous and unforgettable work. "
6042," Amazing. Simply amazing.
", If he don't get an Oscar America is trash. NOBODY could've done the role better than him 
6043," OMG
", Wow wow OMG Thanks DC for this masterpiece the best movie in the last 3 years 
6044," Not sure how I feel after watching it
"," After watching this movie I went into my car and sat in silence and thought about what I just watched. My jaw was wide open this movie shocked me. Joaquin Phoenix might have just won himself an Oscar. This has to be one of the most shocking, disturbing performances I've seen "
6045," Joker: A Dark Reflection of Modern Zeitgeist?
"," I don't think I have ever left the cinema feeling quite like I did after watching 'Joker'. The only way I can describe how I felt is shell-shocked. Not because of the violence but because of the disturbingly accurate and poignant reflection of our times.<br/><br/>Joker is technically brilliant. The cinematography is spectacular, and the 80's aesthetic works fantastically. Joaquin Phoenix delivers a career defining performance. He plays the role with an utterly watching and creepy intensity that will leave you on tenterhooks throughout. However, I feel that this film may be a little controversial for a best actor nod. Robert DeNiro plays the Murray Franklin character with a knowing ease and the scene including him towards the end of the film, although obvious, is still very shocking.<br/><br/>Todd Philips reaches new and surprisingly political levels with his direction. I am truly surprised that such a film could even be made in this day and age. The Joker is turned into a misunderstood 'hero' - a result of a broken society. This is a bold move. Philips has a lot to say and it seems he has found a platform to say it. The influences from films such as 'Taxi Driver' and 'A Clockwork Orange' are apparent. It is a return of the character study but with a separate agenda thrown in. I do wonder whether, much like 'A Clockwork Orange' people will be negatively motivated by this film or will people recognise it as a dark mirror?<br/><br/>If I were to side-line the political and social commentary of Philips and look at the piece purely as a work of cinema, I do have a few critiques. The Sophie Dumond character reveal isn't treated very subtly, and it so easily could have been. However, I do understand why they did this for general audiences. The shoehorning in of the Wayne murders was also a little clumsy and in an already busy film, slightly unnecessary, but again I understand this was probably to reassure financers.<br/><br/>Overall, I would say that Joker is the most pertinent film of our time. Never has a film so devastatingly represented the condemning and bitter nature of modern zeitgeist. Joker is a film that needed to be made but probably shouldn't have. I realise that this is a total contradiction but, in a way, so is the film and indeed the character of the Joker. I feel torn. I am a huge fan of the comics and the character of the Joker is utterly iconic. The film is masterful but yet I still am left with a bad taste in my mouth. I'm sure with time my opinions will settle but until then I am still in two minds. I have no doubt that this film will be studied and talked about for years to come. "
6046," One of the greatest movies of all time
", One of the greatest movies to be made Heath Ledger would be proud of Joaquin for continuing his legacy 
6047," Flawless movie
", This is an amazing movie. You will feel so connected to the joker the whole way through! 
6048," An honest Joker
"," Whether you loved or hated this film, one thing is true: the Joker doesn't get any more real than this. This Joker is almost everything I was expecting: it's dark, honest and disturbing. Please note that this film is not intended for the average comic moviegoer. If you liked The Avengers, it's very likely that you won't get this film (no offence). The Joker is made for a more segmented (and clever) audience and is here to make a statement. In my opinion it could have been a bit darker and gory. However, it has definitely made an impact and will become the benchmark of many other comic-based dramas to come. Without a doubt, this film is one of the year's best.<br/><br/>Score: 9/10
FJ Medina "
6049," Life is but a JOKE🤡.
",
6050," GIVE THIS MAN AN OSCAR!
"," And give the director one too!
Everything is just perfect. "
6051," Phoenix is as good if not better than Ledger!
"," They might as well hand Phoenix the Oscar now. The film isnt some action packed super hero film. It is an in depth look at the formation of a villain, what made the Joker, the Joker. It sets up the next Batman perfectly. Phoenix is as good as anyone who has ever played the role most likely better. "
6052," Best movie of the year.
"," Loved it start to finish, all in for Joaquin getting the Oscar. "
6053," This is real art
", This is not just a movie. This is real art. And this is why movies are more than just motion pictures. This is definitely an oscar winning movie ladies and gentlemen. I have never seen such a perfect movies and it is my first time giving a 10/10 rating on a movie. Great performance from great actors. Perfect writings. No complains 
